model,variant,color,fuel_type,transmission,price,manufacture_date,sale_date,state,mileage,engine_capacity,battery_capacity,charging_time,seating_capacity,ground_clearance,boot_space
Tata Tigor,XZ,Green,Electric,Manual,818620.96,2023-12-30,2024-05-18,Bihar,23.1,0,46.2,7.6,5,208.3,315
Tata Punch,XZ+ Lux,Green,Diesel,Manual,847242.81,2024-04-26,2024-05-23,Tamil Nadu,19.3,1.5,0,0,5,203.2,366
Tata Harrier,XZ+ Lux,Copper,Petrol,Manual,1421372.68,2023-11-09,2023-12-05,Odisha,17.0,1.2,0,0,5,193.7,391
Tata Harrier,XZ+ Lux,Green,Diesel,Automatic,1575747.14,2023-09-19,2023-12-11,Kerala,14.5,1.9,0,0,7,202.3,401
Tata Tigor,XZ+,White,Petrol,Automatic,890105.54,2023-12-28,2024-05-11,West Bengal,23.6,1.4,0,0,5,198.1,297
Tata Punch,XZ+,Red,Electric,Manual,821418.56,2023-11-13,2024-01-29,Gujarat,20.2,0,33.5,9.0,5,203.6,255
Tata Tiago,XE,Bronze,Electric,Manual,630040.3,2024-08-04,2024-08-09,Uttar Pradesh,20.9,0,39.1,8.9,5,182.7,259
Tata Harrier,XZ+ Lux,Orange,Petrol,Automatic,2265314.4,2024-08-20,2024-09-25,Bihar,15.2,1.8,0,0,5,171.2,358
Tata Harrier,XZ,Red,Petrol,Manual,1602627.09,2024-06-05,2024-10-17,Rajasthan,15.8,1.6,0,0,5,183.4,277
Tata Safari,XE,Red,Electric,Automatic,1664126.22,2022-12-09,2023-04-17,Kerala,16.4,0,31.5,9.7,7,184.8,351
Tata Tigor,XZ,Black,CNG,Manual,637462.69,2022-10-07,2022-10-12,West Bengal,22.9,1.1,0,0,5,206.5,289
Tata Harrier,XZ,Orange,Electric,Manual,1516659.32,2023-06-02,2023-06-27,Madhya Pradesh,16.7,0,39.8,10.0,7,176.7,432
Tata Punch,XZ+ Lux,Black,CNG,Manual,890046.04,2023-10-22,2024-01-17,West Bengal,19.6,1.9,0,0,5,202.3,353
Tata Harrier,XZ+ Lux,Blue,Petrol,Manual,1864478.71,2023-09-16,2024-02-14,Odisha,15.2,1.1,0,0,7,170.0,439
Tata Altroz,XE,Copper,Diesel,Automatic,611181.4,2024-04-30,2024-07-04,Rajasthan,24.3,1.6,0,0,5,198.5,432
Tata Nexon,XE,Green,Petrol,Manual,1397435.79,2024-02-13,2024-06-30,Uttar Pradesh,17.1,1.5,0,0,5,170.2,293
Tata Harrier,XZ+,White,Diesel,Manual,1585050.16,2022-11-21,2023-01-08,Maharashtra,15.9,1.3,0,0,7,186.0,418
Tata Tigor,XZ+ Lux,Bronze,Petrol,Automatic,628355.54,2023-04-16,2023-06-15,Delhi,24.9,1.4,0,0,5,180.1,437
Tata Nexon,XE,Grey,Diesel,Manual,872755.03,2022-12-26,2023-05-14,Delhi,18.6,1.9,0,0,5,201.7,409
Tata Tiago,XZ+ Lux,Green,Petrol,Automatic,568102.11,2023-07-27,2023-10-16,Odisha,23.1,1.2,0,0,5,198.1,284
Tata Tigor,XM,Red,Petrol,Automatic,900560.67,2023-10-30,2024-01-07,Punjab,19.5,1.7,0,0,5,174.0,259
Tata Safari,XE,Bronze,Electric,Manual,2169694.96,2024-08-24,2024-12-28,Delhi,15.6,0,44.2,9.2,5,202.2,406
Tata Harrier,XZ+ Lux,White,Petrol,Manual,1549643.31,2022-10-09,2023-01-19,Odisha,15.7,1.7,0,0,7,199.6,430
Tata Tiago,XZ+,Bronze,Electric,Automatic,665053.88,2024-05-05,2024-07-15,Tamil Nadu,19.0,0,33.5,9.5,5,167.8,303
Tata Safari,XZ+,Green,Petrol,Manual,2232494.84,2023-10-10,2023-10-24,Odisha,14.5,1.3,0,0,5,189.3,250
Tata Nexon,XZ+,Copper,Electric,Manual,1101746.25,2022-09-25,2022-10-27,Delhi,17.2,0,46.1,7.2,5,184.4,422
Tata Safari,XZ,Green,Diesel,Automatic,2239177.02,2023-03-05,2023-08-07,Bihar,14.2,2.0,0,0,7,179.9,360
Tata Safari,XZ+ Lux,Red,Diesel,Manual,2212536.82,2023-04-17,2023-04-30,Karnataka,16.4,2.0,0,0,7,196.6,253
Tata Punch,XE,Blue,Electric,Manual,830538.22,2024-08-31,2025-01-20,Odisha,18.9,0,40.1,7.1,5,194.7,255
Tata Punch,XZ+,Copper,Diesel,Manual,672571.35,2023-10-06,2024-02-06,Uttar Pradesh,21.7,1.4,0,0,5,196.2,284
Tata Altroz,XE,Black,Diesel,Automatic,748632.7,2023-08-13,2023-09-21,Rajasthan,22.9,1.8,0,0,5,165.9,251
Tata Altroz,XZ,Copper,Petrol,Manual,892735.14,2023-08-03,2023-10-22,Gujarat,21.4,1.2,0,0,5,179.9,331
Tata Tiago,XE,Red,Diesel,Manual,619317.81,2024-04-24,2024-07-19,Maharashtra,22.3,1.5,0,0,5,196.5,410
Tata Altroz,XE,Red,Diesel,Automatic,924069.77,2023-05-21,2023-06-12,Punjab,21.0,1.3,0,0,5,167.7,367
Tata Punch,XZ+,Black,Petrol,Manual,837534.68,2023-12-13,2024-05-29,Maharashtra,23.3,1.5,0,0,5,194.3,285
Tata Punch,XZ+,Blue,CNG,Manual,847592.24,2023-09-20,2024-02-28,Maharashtra,23.8,1.2,0,0,5,188.7,294
Tata Altroz,XZ,Blue,Petrol,Automatic,916770.22,2023-10-22,2023-11-06,Delhi,24.8,1.4,0,0,5,174.1,316
Tata Tiago,XZ,White,Diesel,Manual,744328.1,2024-02-16,2024-03-21,Maharashtra,23.4,1.1,0,0,5,197.1,413
Tata Tigor,XZ+ Lux,Blue,Electric,Manual,855815.74,2023-01-25,2023-06-20,Rajasthan,24.3,0,40.0,7.7,5,185.8,313
Tata Safari,XZ,Orange,Diesel,Manual,1990223.38,2023-02-09,2023-02-16,Haryana,14.3,1.6,0,0,7,200.6,371
Tata Tigor,XE,Copper,Electric,Automatic,685187.12,2023-04-17,2023-09-03,Bihar,22.8,0,30.2,6.5,5,201.6,333
Tata Nexon,XZ+,Black,Petrol,Automatic,1166175.17,2024-02-04,2024-07-31,Odisha,18.1,1.6,0,0,5,199.0,343
Tata Tigor,XM,Silver,Diesel,Manual,632814.81,2022-10-15,2023-02-27,Telangana,21.8,1.0,0,0,5,176.4,333
Tata Nexon,XE,Green,Petrol,Manual,1399089.79,2023-02-23,2023-05-08,Karnataka,19.7,1.4,0,0,5,194.5,358
Tata Nexon,XZ+,White,Diesel,Automatic,719435.99,2024-05-18,2024-08-17,Rajasthan,19.9,1.3,0,0,5,173.7,380
Tata Punch,XZ+,Bronze,Petrol,Manual,893169.87,2023-12-12,2024-02-08,Rajasthan,22.6,1.6,0,0,5,194.9,397
Tata Altroz,XZ+ Lux,Grey,Petrol,Manual,803316.12,2023-01-12,2023-05-13,Odisha,24.1,1.5,0,0,5,170.9,255
Tata Safari,XZ+,Red,Diesel,Manual,1616295.16,2023-11-08,2023-11-11,Delhi,15.1,2.0,0,0,7,169.3,272
Tata Harrier,XZ+,Black,Petrol,Automatic,1603241.65,2023-10-30,2023-12-04,Uttar Pradesh,15.0,1.6,0,0,7,206.8,398
Tata Tiago,XZ+ Lux,Silver,Diesel,Automatic,727740.88,2023-08-24,2023-12-10,West Bengal,25.4,1.3,0,0,5,200.1,340
Tata Tiago,XM,Black,Petrol,Manual,605834.83,2023-01-30,2023-07-16,Delhi,25.3,1.9,0,0,5,206.0,271
Tata Nexon,XM,White,Petrol,Automatic,1049364.24,2023-08-23,2023-10-29,Delhi,19.8,2.0,0,0,5,185.5,419
Tata Tiago,XE,Black,Petrol,Automatic,620178.83,2024-05-05,2024-06-01,Gujarat,24.6,1.4,0,0,5,181.3,258
Tata Punch,XZ+,Bronze,Electric,Manual,977548.21,2023-04-16,2023-05-12,Haryana,23.5,0,33.9,8.8,5,201.4,445
Tata Tigor,XZ+,Silver,Electric,Automatic,844298.22,2024-03-24,2024-06-11,Odisha,24.0,0,49.0,9.0,5,207.0,407
Tata Nexon,XZ+,Green,Petrol,Manual,1179222.39,2023-01-09,2023-04-10,Gujarat,16.8,1.3,0,0,5,182.9,270
Tata Altroz,XE,Black,Diesel,Manual,723990.42,2023-09-09,2023-10-18,West Bengal,19.2,1.7,0,0,5,182.5,357
Tata Punch,XM,Bronze,Electric,Automatic,985999.51,2024-09-02,2024-09-13,Rajasthan,21.0,0,32.7,6.1,5,193.8,250
Tata Altroz,XZ+ Lux,Silver,Petrol,Manual,661273.06,2024-03-16,2024-06-25,Odisha,20.3,2.0,0,0,5,165.6,385
Tata Tiago,XZ+,White,Petrol,Automatic,561892.73,2024-02-26,2024-07-27,Odisha,24.3,1.2,0,0,5,209.9,308
Tata Harrier,XZ+,White,Petrol,Manual,1451146.36,2023-06-29,2023-09-26,Delhi,15.4,1.1,0,0,7,204.4,319
Tata Safari,XZ+ Lux,White,Petrol,Manual,2271333.71,2023-09-09,2023-12-30,Odisha,15.1,1.6,0,0,5,205.8,394
Tata Altroz,XZ+ Lux,Red,Diesel,Manual,861005.05,2022-09-22,2023-01-09,Telangana,19.7,1.8,0,0,5,209.7,260
Tata Tiago,XM,Blue,Petrol,Automatic,513832.13,2023-05-13,2023-09-20,Tamil Nadu,25.6,1.8,0,0,5,203.3,390
Tata Tigor,XZ+,Silver,Petrol,Automatic,627344.25,2023-05-17,2023-10-25,Delhi,22.5,1.0,0,0,5,184.9,383
Tata Tigor,XZ,Bronze,Electric,Manual,795178.65,2024-01-16,2024-02-13,Gujarat,22.2,0,32.1,7.2,5,165.0,369
Tata Nexon,XZ+,Blue,Diesel,Automatic,1169242.24,2024-09-04,2025-01-02,Telangana,20.8,1.1,0,0,5,183.1,395
Tata Altroz,XE,Blue,Electric,Manual,694912.59,2024-02-04,2024-03-24,Gujarat,21.5,0,31.6,8.0,5,186.8,308
Tata Nexon,XZ,Grey,Diesel,Automatic,1358710.9,2023-09-19,2023-10-19,Madhya Pradesh,20.5,1.8,0,0,5,174.9,281
Tata Punch,XM,Bronze,Petrol,Manual,883720.08,2023-11-06,2024-02-24,Gujarat,21.0,1.2,0,0,5,183.2,310
Tata Nexon,XM,Blue,Petrol,Automatic,1399706.83,2022-11-14,2023-02-06,Haryana,21.4,1.5,0,0,5,194.8,261
Tata Safari,XE,Blue,Diesel,Manual,2410582.2,2024-07-28,2024-08-09,Rajasthan,15.8,1.4,0,0,7,175.9,320
Tata Nexon,XZ+,Bronze,Petrol,Manual,791355.07,2023-01-02,2023-02-05,Uttar Pradesh,19.0,1.2,0,0,5,176.8,344
Tata Tigor,XM,Bronze,Petrol,Manual,860172.17,2023-11-12,2024-01-11,Madhya Pradesh,19.4,1.2,0,0,5,190.1,328
Tata Nexon,XZ,Grey,Diesel,Automatic,1297427.22,2023-08-21,2024-02-02,Maharashtra,19.3,1.1,0,0,5,170.3,386
Tata Punch,XM,Orange,Petrol,Manual,754624.82,2022-10-27,2023-03-27,Kerala,19.9,1.3,0,0,5,204.1,288
Tata Nexon,XM,Grey,Electric,Manual,746778.19,2023-06-12,2023-10-04,Karnataka,18.6,0,38.1,6.5,5,204.6,363
Tata Tiago,XZ,Bronze,Petrol,Automatic,743078.43,2022-10-02,2023-02-17,Maharashtra,21.7,1.3,0,0,5,180.7,393
Tata Altroz,XE,Silver,Diesel,Automatic,666457.87,2022-12-01,2023-05-30,Rajasthan,20.1,1.1,0,0,5,209.4,447
Tata Safari,XZ+ Lux,White,Petrol,Manual,2044796.41,2022-10-14,2023-03-20,Kerala,16.1,1.8,0,0,7,170.8,266
Tata Safari,XZ,Green,Petrol,Manual,1965569.76,2023-01-16,2023-04-06,Madhya Pradesh,16.3,1.5,0,0,7,207.3,422
Tata Punch,XZ,Green,Petrol,Manual,781944.38,2024-05-11,2024-08-28,Tamil Nadu,19.4,1.4,0,0,5,189.3,445
Tata Harrier,XM,Red,Electric,Automatic,1596498.78,2024-06-10,2024-06-28,Odisha,16.2,0,40.7,8.1,7,173.6,256
Tata Altroz,XZ+,Bronze,Diesel,Manual,873853.31,2023-10-06,2024-03-13,Uttar Pradesh,19.6,1.3,0,0,5,191.3,269
Tata Punch,XZ,Red,Petrol,Automatic,654233.37,2023-01-29,2023-02-13,Rajasthan,20.2,1.8,0,0,5,173.5,306
Tata Harrier,XE,Copper,Diesel,Automatic,2197629.32,2024-04-21,2024-09-10,Telangana,16.6,1.2,0,0,7,197.3,270
Tata Punch,XZ,Orange,Electric,Manual,999662.1,2024-06-12,2024-11-12,Rajasthan,23.3,0,42.6,9.9,5,204.3,369
Tata Harrier,XZ+ Lux,Green,Diesel,Manual,2204744.32,2024-04-25,2024-06-02,Bihar,14.9,1.8,0,0,7,170.9,435
Tata Nexon,XZ,Orange,Petrol,Manual,795588.78,2024-09-12,2024-10-07,Uttar Pradesh,20.1,1.6,0,0,5,167.5,356
Tata Safari,XZ,Orange,Petrol,Manual,1946983.13,2023-11-10,2024-04-25,Odisha,14.8,1.1,0,0,5,207.9,344
Tata Tigor,XZ,Copper,Diesel,Manual,805663.46,2024-06-11,2024-11-20,Bihar,21.1,1.8,0,0,5,188.8,269
Tata Punch,XZ+ Lux,Black,Diesel,Manual,701775.92,2024-08-12,2024-10-11,Tamil Nadu,21.8,1.9,0,0,5,166.5,251
Tata Nexon,XZ+,Blue,Diesel,Automatic,803564.58,2024-05-17,2024-09-13,Rajasthan,16.7,1.3,0,0,5,169.7,416
Tata Nexon,XZ,Copper,Diesel,Automatic,1378763.39,2024-09-10,2024-10-30,Karnataka,16.6,1.5,0,0,5,208.0,271
Tata Safari,XZ,Bronze,Electric,Automatic,2443467.57,2023-03-16,2023-05-28,Madhya Pradesh,14.7,0,45.1,6.2,5,203.7,328
Tata Punch,XE,Bronze,Diesel,Automatic,982535.51,2023-08-02,2023-08-22,Gujarat,20.8,1.6,0,0,5,172.1,256
Tata Tigor,XZ+ Lux,Blue,Petrol,Manual,875200.38,2023-12-27,2024-03-29,Haryana,20.1,1.6,0,0,5,199.7,416
Tata Tigor,XE,Bronze,CNG,Automatic,881520.78,2023-02-08,2023-04-12,Karnataka,23.0,1.7,0,0,5,180.7,411
Tata Nexon,XZ,Red,Petrol,Manual,872191.0,2023-02-10,2023-08-02,Bihar,16.5,1.8,0,0,5,179.4,319
Tata Altroz,XZ+ Lux,Green,Petrol,Automatic,934109.43,2023-05-11,2023-07-15,Bihar,21.0,1.9,0,0,5,202.8,431
Tata Altroz,XZ+ Lux,White,Electric,Automatic,798077.65,2023-01-13,2023-06-30,Haryana,21.8,0,31.0,8.0,5,197.2,405
Tata Tiago,XZ+ Lux,Red,Electric,Automatic,535612.61,2022-10-23,2022-11-15,Karnataka,19.1,0,41.0,9.8,5,170.8,424
Tata Tiago,XM,Bronze,Petrol,Manual,776309.8,2023-05-15,2023-08-22,Punjab,24.6,1.5,0,0,5,193.4,421
Tata Tiago,XZ+,Bronze,Diesel,Manual,655437.73,2024-05-17,2024-08-23,Punjab,22.0,1.8,0,0,5,172.2,287
Tata Tigor,XE,Black,Petrol,Manual,702504.4,2023-09-14,2024-03-09,Telangana,23.7,1.1,0,0,5,190.5,347
Tata Tiago,XE,Bronze,Petrol,Manual,667485.05,2024-07-06,2024-07-24,Bihar,20.4,1.5,0,0,5,189.9,308
Tata Nexon,XZ+,White,Petrol,Manual,825301.51,2023-03-04,2023-08-13,Telangana,20.6,1.8,0,0,5,172.5,385
Tata Harrier,XE,White,Diesel,Manual,1923132.45,2023-09-24,2024-01-18,Haryana,16.9,1.5,0,0,7,171.1,423
Tata Harrier,XM,Black,Petrol,Automatic,1914824.36,2023-07-23,2023-07-30,Kerala,14.0,1.2,0,0,7,199.7,425
Tata Safari,XZ,Black,Electric,Manual,2040906.67,2024-02-07,2024-03-23,Karnataka,15.0,0,37.1,9.3,5,206.9,274
Tata Safari,XM,Orange,Petrol,Manual,1770038.99,2024-04-17,2024-05-28,Tamil Nadu,15.7,1.5,0,0,5,195.3,308
Tata Nexon,XZ+,Silver,Petrol,Automatic,721199.61,2024-01-28,2024-05-10,Kerala,16.1,1.9,0,0,5,209.8,437
Tata Tigor,XZ+ Lux,White,Petrol,Automatic,885560.43,2023-01-09,2023-05-22,Bihar,19.6,1.7,0,0,5,191.9,377
Tata Safari,XZ,Copper,Electric,Automatic,2342158.58,2023-10-21,2024-01-11,Maharashtra,14.5,0,46.3,8.0,5,202.8,346
Tata Tigor,XZ,White,Petrol,Manual,802832.11,2023-12-05,2024-05-19,Karnataka,23.5,1.3,0,0,5,199.2,309
Tata Nexon,XE,Bronze,Petrol,Manual,1351500.59,2024-02-17,2024-05-21,Telangana,21.6,1.0,0,0,5,196.2,366
Tata Nexon,XM,Bronze,Petrol,Manual,707183.35,2023-06-26,2023-08-04,Tamil Nadu,16.8,1.2,0,0,5,195.5,301
Tata Tigor,XE,Green,Diesel,Automatic,681700.27,2023-03-14,2023-08-12,Karnataka,24.4,1.8,0,0,5,205.3,433
Tata Nexon,XM,White,Petrol,Automatic,1135762.34,2024-07-18,2024-10-31,Uttar Pradesh,21.2,1.6,0,0,5,170.2,441
Tata Tigor,XZ+,Copper,CNG,Manual,863257.98,2023-03-27,2023-08-23,Haryana,19.2,2.0,0,0,5,198.3,429
Tata Punch,XZ,Green,Petrol,Automatic,635516.82,2024-04-04,2024-04-23,Odisha,20.0,1.3,0,0,5,186.4,332
Tata Harrier,XZ+ Lux,Orange,Electric,Manual,2210712.13,2023-10-22,2024-03-09,Odisha,16.7,0,32.2,7.4,7,204.1,355
Tata Harrier,XZ,Black,Petrol,Automatic,2236550.75,2024-06-28,2024-09-26,Odisha,15.7,1.4,0,0,5,188.1,371
Tata Safari,XZ+ Lux,Silver,Petrol,Manual,2061036.26,2023-02-15,2023-08-09,Uttar Pradesh,14.3,1.9,0,0,7,176.2,395
Tata Safari,XE,Red,Diesel,Manual,2036574.72,2024-07-21,2024-07-23,West Bengal,15.1,1.3,0,0,7,207.0,363
Tata Altroz,XZ,Black,Petrol,Automatic,784746.8,2024-07-02,2024-08-06,West Bengal,21.6,1.8,0,0,5,192.4,357
Tata Punch,XZ,Blue,Petrol,Manual,937564.47,2023-04-11,2023-06-01,Bihar,19.5,1.2,0,0,5,168.9,339
Tata Altroz,XM,Blue,Diesel,Automatic,713303.24,2024-04-04,2024-07-01,Tamil Nadu,23.2,1.4,0,0,5,196.6,299
Tata Safari,XZ+ Lux,Bronze,Diesel,Manual,1623782.44,2024-03-20,2024-05-19,Uttar Pradesh,15.7,1.3,0,0,7,187.8,269
Tata Safari,XM,White,Petrol,Automatic,1861442.18,2024-04-13,2024-08-01,Tamil Nadu,14.1,1.1,0,0,5,207.1,402
Tata Harrier,XZ,Blue,Electric,Manual,1746885.69,2024-04-05,2024-09-17,Bihar,14.6,0,42.6,7.5,7,176.9,445
Tata Safari,XZ+ Lux,Silver,Petrol,Manual,2186848.33,2023-08-05,2023-12-28,Gujarat,16.2,1.9,0,0,5,193.2,391
Tata Tiago,XZ,Bronze,Petrol,Manual,662725.19,2022-12-24,2023-01-20,Karnataka,22.0,1.6,0,0,5,200.9,397
Tata Altroz,XM,Grey,Electric,Manual,640940.43,2023-05-23,2023-09-04,Bihar,20.3,0,49.2,9.3,5,189.7,347
Tata Altroz,XE,Copper,Electric,Automatic,627393.27,2023-04-07,2023-07-14,Madhya Pradesh,19.1,0,44.8,9.1,5,187.2,302
Tata Nexon,XZ+,Blue,Petrol,Manual,991693.05,2022-12-24,2023-01-03,Rajasthan,18.7,1.2,0,0,5,201.5,275
Tata Safari,XZ+,Red,Diesel,Automatic,2131782.96,2023-11-06,2024-01-20,Delhi,14.3,1.7,0,0,5,194.8,444
Tata Altroz,XZ+ Lux,Blue,Petrol,Manual,706352.47,2023-09-03,2024-02-25,Haryana,21.2,1.8,0,0,5,200.0,391
Tata Tiago,XZ+,Copper,CNG,Manual,602448.7,2022-10-12,2023-02-17,Tamil Nadu,22.5,1.7,0,0,5,191.4,337
Tata Harrier,XZ+ Lux,Orange,CNG,Automatic,1543201.35,2024-08-14,2025-02-02,West Bengal,16.1,1.6,0,0,5,180.0,342
Tata Altroz,XZ+ Lux,Copper,Petrol,Manual,658828.79,2023-11-07,2024-03-04,Tamil Nadu,22.0,1.4,0,0,5,185.5,262
Tata Safari,XZ+ Lux,White,CNG,Manual,2185407.07,2023-12-17,2024-02-25,West Bengal,14.7,1.3,0,0,5,196.6,363
Tata Altroz,XE,Blue,Diesel,Automatic,912629.67,2023-03-25,2023-07-03,Uttar Pradesh,23.6,1.6,0,0,5,202.9,410
Tata Nexon,XM,Blue,Petrol,Manual,1398887.54,2023-09-03,2024-02-12,Telangana,18.8,1.6,0,0,5,189.1,348
Tata Tiago,XZ+ Lux,Blue,Petrol,Manual,775171.17,2024-05-29,2024-09-14,Delhi,19.7,1.3,0,0,5,196.8,378
Tata Safari,XZ+ Lux,Black,Petrol,Manual,1680063.02,2022-10-01,2023-01-06,Odisha,15.5,1.8,0,0,7,179.8,422
Tata Tigor,XZ+ Lux,Green,Diesel,Manual,661890.69,2022-11-25,2023-04-13,Bihar,22.1,1.7,0,0,5,176.2,450
Tata Altroz,XZ,Silver,Petrol,Automatic,644887.56,2024-08-02,2024-08-30,Maharashtra,22.5,1.3,0,0,5,193.1,261
Tata Punch,XZ+,Green,Petrol,Manual,978696.31,2024-06-20,2024-10-27,Gujarat,19.9,1.6,0,0,5,178.2,313
Tata Nexon,XZ+,Bronze,Diesel,Manual,1295410.73,2024-01-05,2024-06-28,Uttar Pradesh,21.7,1.5,0,0,5,194.3,330
Tata Altroz,XM,Silver,Diesel,Manual,804634.89,2022-11-06,2022-12-07,Rajasthan,19.5,1.1,0,0,5,197.6,369
Tata Tiago,XZ+ Lux,Black,Petrol,Manual,646056.1,2023-01-18,2023-05-01,Tamil Nadu,24.8,1.2,0,0,5,193.1,305
Tata Tiago,XM,Silver,Diesel,Automatic,528774.73,2022-11-08,2023-02-25,Punjab,22.5,1.4,0,0,5,196.0,368
Tata Safari,XZ+ Lux,Copper,Petrol,Automatic,1854936.87,2024-06-09,2024-10-10,Punjab,15.9,1.7,0,0,5,186.7,421
Tata Tigor,XZ+ Lux,Red,Diesel,Manual,892494.67,2022-12-08,2023-03-16,Uttar Pradesh,22.2,1.1,0,0,5,176.0,415
Tata Tigor,XZ+ Lux,Black,Petrol,Manual,727476.1,2023-06-12,2023-09-29,Uttar Pradesh,21.0,2.0,0,0,5,177.7,402
Tata Harrier,XE,Red,Petrol,Manual,2208719.28,2023-02-08,2023-07-27,Delhi,16.8,1.3,0,0,7,177.8,353
Tata Tigor,XZ,Blue,Electric,Automatic,710668.64,2023-12-07,2023-12-19,Punjab,22.9,0,35.6,8.0,5,172.6,406
Tata Tiago,XZ+ Lux,Silver,Petrol,Manual,712321.81,2023-07-23,2023-08-15,Telangana,26.0,1.3,0,0,5,187.9,374
Tata Tigor,XZ+,Green,Petrol,Manual,794944.46,2024-03-19,2024-03-27,Uttar Pradesh,24.0,1.5,0,0,5,198.1,280
Tata Nexon,XZ,Blue,Petrol,Automatic,1323981.33,2023-10-01,2024-01-08,Gujarat,20.8,1.7,0,0,5,192.2,417
Tata Safari,XZ+,Black,Diesel,Automatic,1649671.73,2022-12-17,2023-02-06,Kerala,15.3,1.1,0,0,5,169.0,439
Tata Harrier,XZ+,Green,Petrol,Manual,1841837.89,2023-11-16,2024-03-06,Telangana,16.2,1.0,0,0,7,196.2,283
Tata Altroz,XZ+,Green,Diesel,Manual,819992.67,2023-05-02,2023-05-26,Gujarat,22.9,2.0,0,0,5,201.8,320
Tata Safari,XZ,Silver,Petrol,Automatic,2021442.74,2023-11-28,2024-01-18,Karnataka,16.4,1.9,0,0,7,185.4,261
Tata Harrier,XM,White,Petrol,Automatic,1982352.3,2023-09-12,2024-02-20,Tamil Nadu,16.8,1.3,0,0,7,168.5,292
Tata Altroz,XZ+ Lux,Black,CNG,Manual,612354.98,2024-05-31,2024-11-18,Tamil Nadu,23.3,1.8,0,0,5,201.6,360
Tata Tiago,XZ+ Lux,Red,Diesel,Automatic,761154.77,2023-03-29,2023-04-26,Tamil Nadu,24.1,1.3,0,0,5,200.4,373
Tata Harrier,XE,Orange,Diesel,Automatic,1470788.34,2024-08-27,2024-09-16,Bihar,14.7,1.3,0,0,7,182.5,274
Tata Tigor,XZ+ Lux,Grey,Electric,Manual,897794.19,2024-03-22,2024-06-11,Madhya Pradesh,24.8,0,38.4,7.7,5,192.0,255
Tata Nexon,XZ+,Green,Electric,Manual,1116386.1,2023-12-26,2024-03-21,West Bengal,16.9,0,46.7,7.1,5,206.3,254
Tata Altroz,XM,White,Petrol,Automatic,886586.18,2024-01-06,2024-05-10,Uttar Pradesh,20.5,1.3,0,0,5,168.8,389
Tata Safari,XE,Copper,Petrol,Manual,2147528.25,2024-06-13,2024-07-28,Rajasthan,14.8,1.5,0,0,5,184.1,380
Tata Tigor,XM,White,Petrol,Automatic,642942.57,2024-06-30,2024-10-01,Maharashtra,23.9,1.0,0,0,5,208.2,299
Tata Punch,XM,White,Diesel,Manual,746541.8,2023-03-13,2023-08-13,Tamil Nadu,18.9,1.1,0,0,5,177.2,370
Tata Nexon,XZ,Orange,Diesel,Manual,910793.78,2023-12-04,2024-04-28,Madhya Pradesh,17.9,1.8,0,0,5,202.8,441
Tata Nexon,XM,White,Petrol,Manual,726843.02,2023-01-21,2023-06-01,Telangana,19.2,1.1,0,0,5,200.7,403
Tata Punch,XZ+ Lux,Bronze,Electric,Automatic,669303.61,2023-12-10,2024-05-28,West Bengal,20.1,0,46.4,8.9,5,192.9,391
Tata Tiago,XZ+ Lux,Red,Electric,Manual,656608.97,2022-10-03,2023-02-21,Maharashtra,19.5,0,33.1,6.4,5,187.6,338
Tata Nexon,XZ+,Green,Diesel,Manual,1352932.12,2023-06-18,2023-10-21,Maharashtra,18.3,1.1,0,0,5,166.7,401
Tata Altroz,XZ,Orange,Electric,Automatic,600982.14,2023-06-06,2023-11-28,Uttar Pradesh,23.2,0,49.7,8.0,5,208.1,299
Tata Harrier,XZ+ Lux,Orange,Petrol,Automatic,1483298.4,2023-08-17,2023-08-29,Punjab,16.5,1.0,0,0,5,178.7,334
Tata Safari,XM,White,Diesel,Automatic,2213110.75,2022-12-13,2022-12-26,Punjab,16.3,1.3,0,0,5,181.0,331
Tata Harrier,XE,Silver,Diesel,Automatic,1433018.55,2024-06-03,2024-09-07,West Bengal,15.3,1.2,0,0,7,187.0,330
Tata Safari,XZ,Blue,Diesel,Manual,1668771.25,2024-06-01,2024-09-29,Tamil Nadu,16.2,1.2,0,0,7,199.6,305
Tata Safari,XZ+,Bronze,Diesel,Manual,2290614.92,2024-08-22,2025-02-07,Karnataka,14.9,1.6,0,0,5,169.6,332
Tata Punch,XM,Red,Petrol,Manual,774733.08,2024-07-27,2024-10-13,Tamil Nadu,18.3,1.5,0,0,5,197.4,320
Tata Punch,XE,Black,Diesel,Manual,755770.89,2022-10-10,2023-02-21,Karnataka,19.4,1.4,0,0,5,171.0,269
Tata Nexon,XE,Orange,Petrol,Automatic,1008318.46,2023-06-21,2023-10-06,Maharashtra,20.2,1.3,0,0,5,178.6,399
Tata Altroz,XZ+ Lux,Grey,Diesel,Automatic,661847.46,2024-02-15,2024-04-23,Maharashtra,22.8,1.7,0,0,5,196.9,401
Tata Safari,XZ+,Silver,Diesel,Manual,1921324.97,2023-02-12,2023-06-14,Punjab,14.2,1.5,0,0,7,203.2,310
Tata Punch,XE,Copper,Petrol,Automatic,990333.54,2024-06-19,2024-09-01,Karnataka,19.7,1.8,0,0,5,176.1,391
Tata Harrier,XZ,Silver,Petrol,Manual,1700808.17,2024-08-29,2024-09-19,Maharashtra,16.4,1.9,0,0,5,168.5,403
